election_date,state,county_name,jurisdiction,jurisdiction_type,precinct_id,precinct_name,polling_place_id,location_type,name,address,notes,source,source_date,source_notes,Google_geog,HERE_geog,MapQuest_geog,AzureMaps_geog,geog
2020-11-03,WI,Adams,Adams | CITY OF ADAMS,municipality,2,CITY OF ADAMS - Ward 2,,election_day,ADAMS CITY HALL,"101 N MAIN ST, ADAMS, WI 53910-9805",,scraper,2020-10-21,,POINT (-89.8180502 43.9580242),POINT (-89.81804 43.958),POINT (-89.817611 43.957996),POINT (-89.81798999999999 43.95802),POINT (-89.8180502 43.9580242)
2020-11-03,WI,Adams,Adams | CITY OF ADAMS,municipality,1,CITY OF ADAMS - Ward 1,,election_day,ADAMS CITY HALL,"101 N MAIN ST, ADAMS, WI 53910-9805",,scraper,2020-10-21,,POINT (-89.8180502 43.9580242),POINT (-89.81804 43.958),POINT (-89.817611 43.957996),POINT (-89.81798999999999 43.95802),POINT (-89.8180502 43.9580242)
2020-11-03,WI,Adams,Adams | CITY OF ADAMS,municipality,3,CITY OF ADAMS - Ward 3,,election_day,ADAMS CITY HALL,"101 N MAIN ST, ADAMS, WI 53910-9805",,scraper,2020-10-21,,POINT (-89.8180502 43.9580242),POINT (-89.81804 43.958),POINT (-89.817611 43.957996),POINT (-89.81798999999999 43.95802),POINT (-89.8180502 43.9580242)
2020-11-03,WI,Adams,Adams | CITY OF ADAMS,municipality,4,CITY OF ADAMS - Ward 4,,election_day,ADAMS CITY HALL,"101 N MAIN ST, ADAMS, WI 53910-9805",,scraper,2020-10-21,,POINT (-89.8180502 43.9580242),POINT (-89.81804 43.958),POINT (-89.817611 43.957996),POINT (-89.81798999999999 43.95802),POINT (-89.8180502 43.9580242)
2020-11-03,WI,Adams,Adams | CITY OF WISCONSIN DELLS,municipality,9,CITY OF WISCONSIN DELLS - Ward 9,,election_day,WISCONSIN DELLS MUNICIPAL BUILDING,"300 LA CROSSE ST, WISCONSIN DELLS, WI 53965-1568",,scraper,2020-10-21,,POINT (-89.77502079999999 43.624788),POINT (-89.63654 43.64983),,POINT (-89.77497 43.62476),POINT (-89.77502079999999 43.624788)
2020-11-03,WI,Adams,Adams | CITY OF WISCONSIN DELLS,municipality,5,CITY OF WISCONSIN DELLS - Ward 5,,election_day,WISCONSIN DELLS MUNICIPAL BUILDING,"300 LA CROSSE ST, WISCONSIN DELLS, WI 53965-1568",,scraper,2020-10-21,,POINT (-89.77502079999999 43.624788),POINT (-89.63654 43.64983),,POINT (-89.77497 43.62476),POINT (-89.77502079999999 43.624788)
2020-11-03,WI,Adams,Adams | TOWN OF Adams,municipality,2,TOWN OF Adams - Ward 2,,election_day,ADAMS TOWN HALL,"1980 11TH AVE, FRIENDSHIP, WI 53934-9005",,scraper,2020-10-21,,POINT (-89.7964995 43.9695446),POINT (-89.79649999999999 43.96954),POINT (-89.797794 43.969533),POINT (-89.79707999999999 43.96958),POINT (-89.7964995 43.9695446)
2020-11-03,WI,Adams,Adams | TOWN OF Adams,municipality,1,TOWN OF Adams - Ward 1,,election_day,ADAMS TOWN HALL,"1980 11TH AVE, FRIENDSHIP, WI 53934-9005",,scraper,2020-10-21,,POINT (-89.7964995 43.9695446),POINT (-89.79649999999999 43.96954),POINT (-89.797794 43.969533),POINT (-89.79707999999999 43.96958),POINT (-89.7964995 43.9695446)
2020-11-03,WI,Adams,Adams | TOWN OF Adams,municipality,3,TOWN OF Adams - Ward 3,,election_day,ADAMS TOWN HALL,"1980 11TH AVE, FRIENDSHIP, WI 53934-9005",,scraper,2020-10-21,,POINT (-89.7964995 43.9695446),POINT (-89.79649999999999 43.96954),POINT (-89.797794 43.969533),POINT (-89.79707999999999 43.96958),POINT (-89.7964995 43.9695446)
2020-11-03,WI,Adams,Adams | TOWN OF Big Flats,municipality,2,TOWN OF Big Flats - Ward 2,,election_day,BIG FLATS TOWN HALL,"1104 COUNTY ROAD C, ARKDALE, WI 54613-9728",,scraper,2020-10-21,,POINT (-89.79919819999999 44.1123519),POINT (-89.79886999999999 44.11213),POINT (-89.79884199999999 44.11192),POINT (-89.79884 44.11237),POINT (-89.79919819999999 44.1123519)
2020-11-03,WI,Adams,Adams | TOWN OF Big Flats,municipality,1,TOWN OF Big Flats - Ward 1,,election_day,BIG FLATS TOWN HALL,"1104 COUNTY ROAD C, ARKDALE, WI 54613-9728",,scraper,2020-10-21,,POINT (-89.79919819999999 44.1123519),POINT (-89.79886999999999 44.11213),POINT (-89.79884199999999 44.11192),POINT (-89.79884 44.11237),POINT (-89.79919819999999 44.1123519)
2020-11-03,WI,Adams,Adams | TOWN OF Colburn,municipality,1,TOWN OF Colburn - Ward 1,,election_day,COLBURN TOWN HALL,"198 COUNTY ROAD C, HANCOCK, WI 54943",,scraper,2020-10-21,,POINT (-89.61690059999999 44.1119666),POINT (-89.61778 44.11208),POINT (-89.617552 44.111934),POINT (-89.61753 44.11214),POINT (-89.61690059999999 44.1119666)
2020-11-03,WI,Adams,Adams | TOWN OF Dell Prairie,municipality,2,TOWN OF Dell Prairie - Ward 2,,election_day,DELL PRAIRIE TOWN HALL,"763 COUNTY ROAD K, WISCONSIN DELLS, WI 53965-8981",,scraper,2020-10-21,,POINT (-89.731039 43.70728690000001),POINT (-89.73134 43.70733),,POINT (-89.73133 43.70733),POINT (-89.731039 43.70728690000001)
2020-11-03,WI,Adams,Adams | TOWN OF Dell Prairie,municipality,1,TOWN OF Dell Prairie - Ward 1,,election_day,DELL PRAIRIE TOWN HALL,"763 COUNTY ROAD K, WISCONSIN DELLS, WI 53965-8981",,scraper,2020-10-21,,POINT (-89.731039 43.70728690000001),POINT (-89.73134 43.70733),,POINT (-89.73133 43.70733),POINT (-89.731039 43.70728690000001)
2020-11-03,WI,Adams,Adams | TOWN OF Dell Prairie,municipality,3,TOWN OF Dell Prairie - Ward 3,,election_day,DELL PRAIRIE TOWN HALL,"763 COUNTY ROAD K, WISCONSIN DELLS, WI 53965-8981",,scraper,2020-10-21,,POINT (-89.731039 43.70728690000001),POINT (-89.73134 43.70733),,POINT (-89.73133 43.70733),POINT (-89.731039 43.70728690000001)
2020-11-03,WI,Adams,Adams | TOWN OF Easton,municipality,2,TOWN OF Easton - Ward 2,,election_day,EASTON TOWN HALL,"1163 COUNTY ROAD A, ADAMS, WI 53910-9784",,scraper,2020-10-21,,POINT (-89.8094538 43.8376779),POINT (-89.80945 43.83767),POINT (-89.809529 43.837906),POINT (-89.80959 43.83776),POINT (-89.8094538 43.8376779)
2020-11-03,WI,Adams,Adams | TOWN OF Easton,municipality,1,TOWN OF Easton - Ward 1,,election_day,EASTON TOWN HALL,"1163 COUNTY ROAD A, ADAMS, WI 53910-9784",,scraper,2020-10-21,,POINT (-89.8094538 43.8376779),POINT (-89.80945 43.83767),POINT (-89.809529 43.837906),POINT (-89.80959 43.83776),POINT (-89.8094538 43.8376779)
2020-11-03,WI,Adams,Adams | TOWN OF Jackson,municipality,2,TOWN OF Jackson - Ward 2,,election_day,JACKSON TOWN HALL,"398 STATE ROAD 82, OXFORD, WI 53952",,scraper,2020-10-21,,POINT (-89.6586685 43.7744423),POINT (-89.65866 43.77444),,POINT (-89.65868 43.77444),POINT (-89.6586685 43.7744423)
2020-11-03,WI,Adams,Adams | TOWN OF Jackson,municipality,1,TOWN OF Jackson - Ward 1,,election_day,JACKSON TOWN HALL,"398 STATE ROAD 82, OXFORD, WI 53952",,scraper,2020-10-21,,POINT (-89.6586685 43.7744423),POINT (-89.65866 43.77444),,POINT (-89.65868 43.77444),POINT (-89.6586685 43.7744423)
2020-11-03,WI,Adams,Adams | TOWN OF Leola,municipality,1,TOWN OF Leola - Ward 1,,election_day,PONDEROSA PINES,"287 STATE ROAD 73, PLAINFIELD, WI 54966",,scraper,2020-10-21,,POINT (-89.63790999999999 44.2412386),POINT (-89.61756 44.21452),,POINT (-89.63755 44.23993),POINT (-89.63790999999999 44.2412386)
2020-11-03,WI,Adams,Adams | TOWN OF Lincoln,municipality,1,TOWN OF Lincoln - Ward 1,,election_day,LINCOLN TOWN HALL,"2181 COUNTY ROAD G, GRAND MARSH, WI 53936-9641",,scraper,2020-10-21,,POINT (-89.6282107 43.9406989),POINT (-89.628 43.94122),,POINT (-89.62819 43.94065),POINT (-89.6282107 43.9406989)
2020-11-03,WI,Adams,Adams | TOWN OF MONROE,municipality,1,TOWN OF MONROE - Ward 1,,election_day,MONROE TOWN HALL,"981 COUNTY ROAD Z, ARKDALE, WI 54613-7701",,scraper,2020-10-21,,POINT (-89.9404201 44.1148996),POINT (-89.93958000000001 44.11402),POINT (-89.93938199999999 44.114884),POINT (-89.94046 44.11488),POINT (-89.9404201 44.1148996)
2020-11-03,WI,Adams,Adams | TOWN OF NEW CHESTER,municipality,2,TOWN OF NEW CHESTER - Ward 2,,election_day,NEW CHESTER TOWN HALL,"629 MASON ST, GRAND MARSH, WI 53936-9576",,scraper,2020-10-21,,POINT (-89.7044016 43.8858289),POINT (-89.70439 43.88583),POINT (-89.70439399999999 43.885903),POINT (-89.70440000000001 43.88583),POINT (-89.7044016 43.8858289)
2020-11-03,WI,Adams,Adams | TOWN OF NEW CHESTER,municipality,1,TOWN OF NEW CHESTER - Ward 1,,election_day,NEW CHESTER TOWN HALL,"629 MASON ST, GRAND MARSH, WI 53936-9576",,scraper,2020-10-21,,POINT (-89.7044016 43.8858289),POINT (-89.70439 43.88583),POINT (-89.70439399999999 43.885903),POINT (-89.70440000000001 43.88583),POINT (-89.7044016 43.8858289)
2020-11-03,WI,Adams,Adams | TOWN OF NEW CHESTER,municipality,3,TOWN OF NEW CHESTER - Ward 3,,election_day,NEW CHESTER TOWN HALL,"629 MASON ST, GRAND MARSH, WI 53936-9576",,scraper,2020-10-21,,POINT (-89.7044016 43.8858289),POINT (-89.70439 43.88583),POINT (-89.70439399999999 43.885903),POINT (-89.70440000000001 43.88583),POINT (-89.7044016 43.8858289)
2020-11-03,WI,Adams,Adams | TOWN OF NEW HAVEN,municipality,1,TOWN OF NEW HAVEN - Ward 1,,election_day,NEW HAVEN TOWN HALL,"330 GOLDEN CT, WISCONSIN DELLS, WI 53965-8616",,scraper,2020-10-21,,POINT (-89.69166439999999 43.66857479999999),POINT (-89.64447 43.67008),,POINT (-89.64454000000001 43.6699),POINT (-89.64447 43.67008)
2020-11-03,WI,Adams,Adams | TOWN OF PRESTON,municipality,2,TOWN OF PRESTON - Ward 2,,election_day,PRESTON TOWN HALL,"1801 11TH AVE, FRIENDSHIP, WI 53934",,scraper,2020-10-21,,POINT (-89.7977212 43.9959049),POINT (-89.79771 43.9959),POINT (-89.797585 43.995897),POINT (-89.79774999999999 43.99602),POINT (-89.7977212 43.9959049)
2020-11-03,WI,Adams,Adams | TOWN OF PRESTON,municipality,1,TOWN OF PRESTON - Ward 1,,election_day,PRESTON TOWN HALL,"1801 11TH AVE, FRIENDSHIP, WI 53934",,scraper,2020-10-21,,POINT (-89.7977212 43.9959049),POINT (-89.79771 43.9959),POINT (-89.797585 43.995897),POINT (-89.79774999999999 43.99602),POINT (-89.7977212 43.9959049)
2020-11-03,WI,Adams,Adams | TOWN OF QUINCY,municipality,2,TOWN OF QUINCY - Ward 2,,election_day,QUINCY TOWN HALL,"2599 COUNTY ROAD Z, FRIENDSHIP, WI 53934-9617",,scraper,2020-10-21,,POINT (-89.93867159999999 43.8766819),POINT (-89.93899 43.87696),POINT (-89.938301 43.876956),POINT (-89.93899 43.87696),POINT (-89.93867159999999 43.8766819)
2020-11-03,WI,Adams,Adams | TOWN OF QUINCY,municipality,1,TOWN OF QUINCY - Ward 1,,election_day,QUINCY TOWN HALL,"2599 COUNTY ROAD Z, FRIENDSHIP, WI 53934-9617",,scraper,2020-10-21,,POINT (-89.93867159999999 43.8766819),POINT (-89.93899 43.87696),POINT (-89.938301 43.876956),POINT (-89.93899 43.87696),POINT (-89.93867159999999 43.8766819)
2020-11-03,WI,Adams,Adams | TOWN OF QUINCY,municipality,3,TOWN OF QUINCY - Ward 3,,election_day,QUINCY TOWN HALL,"2599 COUNTY ROAD Z, FRIENDSHIP, WI 53934-9617",,scraper,2020-10-21,,POINT (-89.93867159999999 43.8766819),POINT (-89.93899 43.87696),POINT (-89.938301 43.876956),POINT (-89.93899 43.87696),POINT (-89.93867159999999 43.8766819)
2020-11-03,WI,Adams,Adams | TOWN OF RICHFIELD,municipality,1,TOWN OF RICHFIELD - Ward 1,,election_day,RICHFIELD TOWN HALL,"1602 COUNTY ROAD G, COLOMA, WI 54930",,scraper,2020-10-21,,POINT (-89.6156221 44.0239147),POINT (-89.61561 44.02391),POINT (-89.618218 44.0239),POINT (-89.61561 44.02391),POINT (-89.6156221 44.0239147)
2020-11-03,WI,Adams,Adams | TOWN OF ROME,municipality,4,TOWN OF ROME - Ward 4,,election_day,ROME MUNICIPAL BUILDING,"1156 ALPINE DR, NEKOOSA, WI 54457-8616",,scraper,2020-10-21,,POINT (-89.80877009999999 44.2207306),POINT (-89.8094 44.22189),,POINT (-89.80959 44.22147),POINT (-89.80877009999999 44.2207306)
2020-11-03,WI,Adams,Adams | TOWN OF ROME,municipality,1,TOWN OF ROME - Ward 1,,election_day,ROME MUNICIPAL BUILDING,"1156 ALPINE DR, NEKOOSA, WI 54457-8616",,scraper,2020-10-21,,POINT (-89.80877009999999 44.2207306),POINT (-89.8094 44.22189),,POINT (-89.80959 44.22147),POINT (-89.80877009999999 44.2207306)
2020-11-03,WI,Adams,Adams | TOWN OF ROME,municipality,5,TOWN OF ROME - Ward 5,,election_day,ROME MUNICIPAL BUILDING,"1156 ALPINE DR, NEKOOSA, WI 54457-8616",,scraper,2020-10-21,,POINT (-89.80877009999999 44.2207306),POINT (-89.8094 44.22189),,POINT (-89.80959 44.22147),POINT (-89.80877009999999 44.2207306)
2020-11-03,WI,Adams,Adams | TOWN OF ROME,municipality,3,TOWN OF ROME - Ward 3,,election_day,ROME MUNICIPAL BUILDING,"1156 ALPINE DR, NEKOOSA, WI 54457-8616",,scraper,2020-10-21,,POINT (-89.80877009999999 44.2207306),POINT (-89.8094 44.22189),,POINT (-89.80959 44.22147),POINT (-89.80877009999999 44.2207306)
2020-11-03,WI,Adams,Adams | TOWN OF ROME,municipality,2,TOWN OF ROME - Ward 2,,election_day,ROME MUNICIPAL BUILDING,"1156 ALPINE DR, NEKOOSA, WI 54457-8616",,scraper,2020-10-21,,POINT (-89.80877009999999 44.2207306),POINT (-89.8094 44.22189),,POINT (-89.80959 44.22147),POINT (-89.80877009999999 44.2207306)
2020-11-03,WI,Adams,Adams | TOWN OF SPRINGVILLE,municipality,2,TOWN OF SPRINGVILLE - Ward 2,,election_day,Springville Townhall,"3143 STATE HIGHWAY 13, WISCONSIN DELLS, WI 53965",,scraper,2020-10-21,,POINT (-89.83844599999999 43.7969547),POINT (-89.83844000000001 43.79695),,POINT (-89.83837 43.79732),POINT (-89.83844599999999 43.7969547)
2020-11-03,WI,Adams,Adams | TOWN OF SPRINGVILLE,municipality,1,TOWN OF SPRINGVILLE - Ward 1,,election_day,Springville Townhall,"3143 STATE HIGHWAY 13, WISCONSIN DELLS, WI 53965",,scraper,2020-10-21,,POINT (-89.83844599999999 43.7969547),POINT (-89.83844000000001 43.79695),,POINT (-89.83837 43.79732),POINT (-89.83844599999999 43.7969547)
2020-11-03,WI,Adams,Adams | TOWN OF STRONGS PRAIRIE,municipality,2,TOWN OF STRONGS PRAIRIE - Ward 2,,election_day,STRONGS PRAIRIE TOWN HALL,"1588 STATE HWY 21, ARKDALE, WI 54613",,scraper,2020-10-21,,POINT (-89.8873423 44.02640479999999),POINT (-89.97552 44.04683),POINT (-89.878765 44.024759),POINT (-89.87665 44.02649),POINT (-89.878765 44.024759)
2020-11-03,WI,Adams,Adams | TOWN OF STRONGS PRAIRIE,municipality,1,TOWN OF STRONGS PRAIRIE - Ward 1,,election_day,STRONGS PRAIRIE TOWN HALL,"1588 STATE HWY 21, ARKDALE, WI 54613",,scraper,2020-10-21,,POINT (-89.8873423 44.02640479999999),POINT (-89.97552 44.04683),POINT (-89.878765 44.024759),POINT (-89.87665 44.02649),POINT (-89.878765 44.024759)
2020-11-03,WI,Adams,Adams | TOWN OF STRONGS PRAIRIE,municipality,3,TOWN OF STRONGS PRAIRIE - Ward 3,,election_day,STRONGS PRAIRIE TOWN HALL,"1588 STATE HWY 21, ARKDALE, WI 54613",,scraper,2020-10-21,,POINT (-89.8873423 44.02640479999999),POINT (-89.97552 44.04683),POINT (-89.878765 44.024759),POINT (-89.87665 44.02649),POINT (-89.878765 44.024759)
2020-11-03,WI,Adams,Adams | VILLAGE OF FRIENDSHIP,municipality,1,VILLAGE OF FRIENDSHIP - Ward 1,,election_day,Friendship Village Municipal Hall,"507 W LAKE ST, FRIENDSHIP, WI 53934-9301",,scraper,2020-10-21,,POINT (-89.82316630000001 43.9735015),POINT (-89.82316 43.9735),POINT (-89.82315199999999 43.974059),POINT (-89.82304999999999 43.97346),POINT (-89.82316630000001 43.9735015)
2020-11-03,WI,Ashland,Ashland | CITY OF ASHLAND,municipality,4,CITY OF ASHLAND - Ward 4,,election_day,WISCONSIN INDIANHEAD TECHNICAL COLLEGE-ASHLAND,"2100 BEASER AVE, ASHLAND, WI 54806",,scraper,2020-10-21,,POINT (-90.88316909999999 46.568333),POINT (-90.88301 46.56838),POINT (-90.88567500000001 46.568375),POINT (-90.883 46.56838),POINT (-90.88316909999999 46.568333)
2020-11-03,WI,Ashland,Ashland | CITY OF ASHLAND,municipality,1,CITY OF ASHLAND - Ward 1,,election_day,WISCONSIN INDIANHEAD TECHNICAL COLLEGE-ASHLAND,"2100 BEASER AVE, ASHLAND, WI 54806",,scraper,2020-10-21,,POINT (-90.88316909999999 46.568333),POINT (-90.88301 46.56838),POINT (-90.88567500000001 46.568375),POINT (-90.883 46.56838),POINT (-90.88316909999999 46.568333)
2020-11-03,WI,Ashland,Ashland | CITY OF ASHLAND,municipality,5,CITY OF ASHLAND - Ward 5,,election_day,WISCONSIN INDIANHEAD TECHNICAL COLLEGE-ASHLAND,"2100 BEASER AVE, ASHLAND, WI 54806",,scraper,2020-10-21,,POINT (-90.88316909999999 46.568333),POINT (-90.88301 46.56838),POINT (-90.88567500000001 46.568375),POINT (-90.883 46.56838),POINT (-90.88316909999999 46.568333)
2020-11-03,WI,Ashland,Ashland | CITY OF ASHLAND,municipality,3,CITY OF ASHLAND - Ward 3,,election_day,WISCONSIN INDIANHEAD TECHNICAL COLLEGE-ASHLAND,"2100 BEASER AVE, ASHLAND, WI 54806",,scraper,2020-10-21,,POINT (-90.88316909999999 46.568333),POINT (-90.88301 46.56838),POINT (-90.88567500000001 46.568375),POINT (-90.883 46.56838),POINT (-90.88316909999999 46.568333)
2020-11-03,WI,Ashland,Ashland | CITY OF ASHLAND,municipality,2,CITY OF ASHLAND - Ward 2,,election_day,WISCONSIN INDIANHEAD TECHNICAL COLLEGE-ASHLAND,"2100 BEASER AVE, ASHLAND, WI 54806",,scraper,2020-10-21,,POINT (-90.88316909999999 46.568333),POINT (-90.88301 46.56838),POINT (-90.88567500000001 46.568375),POINT (-90.883 46.56838),POINT (-90.88316909999999 46.568333)
2020-11-03,WI,Ashland,Ashland | CITY OF ASHLAND,municipality,7,CITY OF ASHLAND - Ward 7,,election_day,BRETTING COMMUNITY CENTER,"400 4TH AVE W, ASHLAND, WI 54806-1565",,scraper,2020-10-21,,POINT (-90.8862353 46.589032),POINT (-90.88585 46.58883),POINT (-90.883831 46.586466),POINT (-90.88366000000001 46.59353),POINT (-90.8862353 46.589032)
2020-11-03,WI,Ashland,Ashland | CITY OF ASHLAND,municipality,6,CITY OF ASHLAND - Ward 6,,election_day,BRETTING COMMUNITY CENTER,"400 4TH AVE W, ASHLAND, WI 54806-1565",,scraper,2020-10-21,,POINT (-90.8862353 46.589032),POINT (-90.88585 46.58883),POINT (-90.883831 46.586466),POINT (-90.88366000000001 46.59353),POINT (-90.8862353 46.589032)
2020-11-03,WI,Ashland,Ashland | CITY OF ASHLAND,municipality,9,CITY OF ASHLAND - Ward 9,,election_day,BRETTING COMMUNITY CENTER,"400 4TH AVE W, ASHLAND, WI 54806-1565",,scraper,2020-10-21,,POINT (-90.8862353 46.589032),POINT (-90.88585 46.58883),POINT (-90.883831 46.586466),POINT (-90.88366000000001 46.59353),POINT (-90.8862353 46.589032)
2020-11-03,WI,Ashland,Ashland | CITY OF ASHLAND,municipality,10,CITY OF ASHLAND - Ward 10,,election_day,BRETTING COMMUNITY CENTER,"400 4TH AVE W, ASHLAND, WI 54806-1565",,scraper,2020-10-21,,POINT (-90.8862353 46.589032),POINT (-90.88585 46.58883),POINT (-90.883831 46.586466),POINT (-90.88366000000001 46.59353),POINT (-90.8862353 46.589032)
2020-11-03,WI,Ashland,Ashland | CITY OF ASHLAND,municipality,11,CITY OF ASHLAND - Ward 11,,election_day,BRETTING COMMUNITY CENTER,"400 4TH AVE W, ASHLAND, WI 54806-1565",,scraper,2020-10-21,,POINT (-90.8862353 46.589032),POINT (-90.88585 46.58883),POINT (-90.883831 46.586466),POINT (-90.88366000000001 46.59353),POINT (-90.8862353 46.589032)
2020-11-03,WI,Ashland,Ashland | CITY OF ASHLAND,municipality,8,CITY OF ASHLAND - Ward 8,,election_day,BRETTING COMMUNITY CENTER,"400 4TH AVE W, ASHLAND, WI 54806-1565",,scraper,2020-10-21,,POINT (-90.8862353 46.589032),POINT (-90.88585 46.58883),POINT (-90.883831 46.586466),POINT (-90.88366000000001 46.59353),POINT (-90.8862353 46.589032)
2020-11-03,WI,Ashland,Ashland | CITY OF MELLEN,municipality,1,CITY OF MELLEN - Ward 1,,election_day,MELLEN LIBRARY/SENIOR CITIZEN CENTER,"106 IRON ST, MELLEN, WI 54546-9798",,scraper,2020-10-21,,POINT (-90.65857299999999 46.32721000000001),POINT (-90.65857 46.32721),POINT (-90.658939 46.327237),POINT (-90.65858 46.32722),POINT (-90.65857299999999 46.32721000000001)
2020-11-03,WI,Ashland,Ashland | TOWN OF AGENDA,municipality,1,TOWN OF AGENDA - Ward 1,,election_day,AGENDA TOWN HALL,"13922 AGENDA RD, BUTTERNUT, WI 54514-8681",,scraper,2020-10-21,,POINT (-90.44668399999999 46.02333),POINT (-90.44669 46.02334),POINT (-90.447227 46.023326),POINT (-90.44668 46.02333),POINT (-90.44668399999999 46.02333)
2020-11-03,WI,Ashland,Ashland | TOWN OF ASHLAND,municipality,1,TOWN OF ASHLAND - Ward 1,,election_day,ASHLAND TOWN HALL,"39227 STATE HIGHWAY 13, HIGH BRIDGE, WI 54846-3308",,scraper,2020-10-21,,POINT (-90.734628 46.388777),POINT (-90.73463 46.38879),POINT (-90.734404 46.38922),POINT (-90.73463 46.38879),POINT (-90.734628 46.388777)
2020-11-03,WI,Ashland,Ashland | TOWN OF CHIPPEWA,municipality,1,TOWN OF CHIPPEWA - Ward 1,,election_day,CHIPPEWA TOWN HALL,"77504 WEST RD, BUTTERNUT, WI 54514-9154",,scraper,2020-10-21,,POINT (-90.56160899999999 46.011631),POINT (-90.56161 46.01163),POINT (-90.561638 46.011145),POINT (-90.56161 46.01163),POINT (-90.56160899999999 46.011631)
2020-11-03,WI,Ashland,Ashland | TOWN OF GINGLES,municipality,1,TOWN OF GINGLES - Ward 1,,election_day,GINGLES TOWN HALL,"49833 STATE HIGHWAY 112, ASHLAND, WI 54806-4411",,scraper,2020-10-21,,POINT (-90.90714799999999 46.54207299999999),POINT (-90.90716 46.54208),POINT (-90.906676 46.542076),POINT (-90.90715 46.54207),POINT (-90.90714799999999 46.54207299999999)
2020-11-03,WI,Ashland,Ashland | TOWN OF GORDON,municipality,2,TOWN OF GORDON - Ward 2,,election_day,GORDON TOWN HALL,"24357 GORDON LAKE RD, GLIDDEN, WI 54527-9155",,scraper,2020-10-21,,POINT (-90.61063089999999 46.1692207),POINT (-90.60822 46.16945),POINT (-90.610653 46.169575),POINT (-90.61063 46.16922),POINT (-90.61063089999999 46.1692207)
2020-11-03,WI,Ashland,Ashland | TOWN OF GORDON,municipality,1,TOWN OF GORDON - Ward 1,,election_day,GORDON TOWN HALL,"24357 GORDON LAKE RD, GLIDDEN, WI 54527-9155",,scraper,2020-10-21,,POINT (-90.61063089999999 46.1692207),POINT (-90.60822 46.16945),POINT (-90.610653 46.169575),POINT (-90.61063 46.16922),POINT (-90.61063089999999 46.1692207)
2020-11-03,WI,Ashland,Ashland | TOWN OF JACOBS,municipality,1,TOWN OF JACOBS - Ward 1,,election_day,JACOBS TOWN HALL,"23 N GRANT ST, GLIDDEN, WI 54527",,scraper,2020-10-21,,POINT (-90.5767824 46.1355932),POINT (-90.57427 46.13448),POINT (-90.57644500000001 46.135439),POINT (-90.57680999999999 46.13554),POINT (-90.5767824 46.1355932)
2020-11-03,WI,Ashland,Ashland | TOWN OF LA POINTE,municipality,1,TOWN OF LA POINTE - Ward 1,,election_day,LA POINTE TOWN HALL,"240 BIG BAY RD, LA POINTE, WI 54850",,scraper,2020-10-21,,POINT (-90.78802019999999 46.7821459),POINT (-90.78795 46.78216),POINT (-90.787628 46.781923),POINT (-90.78796 46.78215),POINT (-90.78802019999999 46.7821459)
2020-11-03,WI,Ashland,Ashland | TOWN OF MARENGO,municipality,2,TOWN OF MARENGO - Ward 2,,election_day,MARENGO TOWN HALL,"63478 COUNTY HIGHWAY C, MARENGO, WI 54855-2409",,scraper,2020-10-21,,POINT (-90.8989928 46.4121957),POINT (-90.85071000000001 46.40667),POINT (-90.85051300000001 46.406474),POINT (-90.85071000000001 46.40668),POINT (-90.85071000000001 46.40667)
2020-11-03,WI,Ashland,Ashland | TOWN OF MARENGO,municipality,1,TOWN OF MARENGO - Ward 1,,election_day,MARENGO TOWN HALL,"63478 COUNTY HIGHWAY C, MARENGO, WI 54855-2409",,scraper,2020-10-21,,POINT (-90.8989928 46.4121957),POINT (-90.85071000000001 46.40667),POINT (-90.85051300000001 46.406474),POINT (-90.85071000000001 46.40668),POINT (-90.85071000000001 46.40667)
2020-11-03,WI,Ashland,Ashland | TOWN OF MORSE,municipality,2,TOWN OF MORSE - Ward 2,,election_day,MORSE TOWN HALL,"402 2ND AVE, MELLEN, WI 54546-8904",,scraper,2020-10-21,,POINT (-90.65589 46.319012),POINT (-90.65588 46.31901),POINT (-90.65586 46.318745),POINT (-90.65589 46.31901),POINT (-90.65589 46.319012)
2020-11-03,WI,Ashland,Ashland | TOWN OF MORSE,municipality,1,TOWN OF MORSE - Ward 1,,election_day,MORSE TOWN HALL,"402 2ND AVE, MELLEN, WI 54546-8904",,scraper,2020-10-21,,POINT (-90.65589 46.319012),POINT (-90.65588 46.31901),POINT (-90.65586 46.318745),POINT (-90.65589 46.31901),POINT (-90.65589 46.319012)
2020-11-03,WI,Ashland,Ashland | TOWN OF MORSE,municipality,3,TOWN OF MORSE - Ward 3,,election_day,MORSE TOWN HALL,"402 2ND AVE, MELLEN, WI 54546-8904",,scraper,2020-10-21,,POINT (-90.65589 46.319012),POINT (-90.65588 46.31901),POINT (-90.65586 46.318745),POINT (-90.65589 46.31901),POINT (-90.65589 46.319012)
2020-11-03,WI,Ashland,Ashland | TOWN OF PEEKSVILLE,municipality,2,TOWN OF PEEKSVILLE - Ward 2,,election_day,PEEKSVILLE TOWN HALL,"78746 PEEKSVILLE RD, BUTTERNUT, WI 54514-9195",,scraper,2020-10-21,,POINT (-90.53489599999999 46.0988339),POINT (-90.53489999999999 46.09884),POINT (-90.53489500000001 46.098409),POINT (-90.53489999999999 46.09883),POINT (-90.53489599999999 46.0988339)
