UNITID,EFBAGE,LINE,LSTUDY,EFAGE01,EFAGE02,EFAGE03,EFAGE04,EFAGE05,EFAGE06,EFAGE07,EFAGE08,EFAGE09
100654,1,412,1,2023,3226,279,449,5249,728,2302,3675,5977
100654,1,112,2,1849,2814,177,253,4663,430,2026,3067,5093
100654,1,312,5,174,412,102,196,586,298,276,608,884
100654,2,999,1,1827,2870,152,248,4697,400,1979,3118,5097
100654,2,999,2,1766,2710,138,200,4476,338,1904,2910,4814
100654,2,999,5,61,160,14,48,221,62,75,208,283
100654,3,1,1,14,26,0,0,40,0,14,26,40
100654,3,1,2,14,26,0,0,40,0,14,26,40
100654,4,2,1,876,1377,20,41,2253,61,896,1418,2314
100654,4,2,2,876,1377,20,41,2253,61,896,1418,2314
100654,5,3,1,547,899,42,63,1446,105,589,962,1551
100654,5,3,2,547,894,42,62,1441,104,589,956,1545
100654,5,3,5,0,5,0,1,5,1,0,6,6
100654,6,4,1,390,568,90,144,958,234,480,712,1192
100654,6,4,2,329,413,76,97,742,173,405,510,915
100654,6,4,5,61,155,14,47,216,61,75,202,277
100654,7,999,1,196,356,127,201,552,328,323,557,880
100654,7,999,2,83,104,39,53,187,92,122,157,279
100654,7,999,5,113,252,88,148,365,236,201,400,601
100654,8,5,1,130,213,74,97,343,171,204,310,514
100654,8,5,2,58,65,26,26,123,52,84,91,175
100654,8,5,5,72,148,48,71,220,119,120,219,339
100654,9,6,1,31,53,19,39,84,58,50,92,142
100654,9,6,2,9,14,3,9,23,12,12,23,35
100654,9,6,5,22,39,16,30,61,46,38,69,107
100654,10,7,1,10,41,14,19,51,33,24,60,84
100654,10,7,2,4,14,7,8,18,15,11,22,33
100654,10,7,5,6,27,7,11,33,18,13,38,51
100654,11,8,1,17,28,11,23,45,34,28,51,79
100654,11,8,2,6,6,1,4,12,5,7,10,17
100654,11,8,5,11,22,10,19,33,29,21,41,62
100654,12,9,1,8,18,9,23,26,32,17,41,58
100654,12,9,2,6,4,2,6,10,8,8,10,18
100654,12,9,5,2,14,7,17,16,24,9,31,40
100654,13,10,1,0,3,0,0,3,0,0,3,3
100654,13,10,2,0,1,0,0,1,0,0,1,1
100654,13,10,5,0,2,0,0,2,0,0,2,2
100663,1,412,1,5681,9199,2562,5121,14880,7683,8243,14320,22563
100663,1,112,2,3990,6412,1324,2152,10402,3476,5314,8564,13878
100663,1,312,5,1691,2787,1238,2969,4478,4207,2929,5756,8685
100663,2,999,1,4281,7186,784,1265,11467,2049,5065,8451,13516
100663,2,999,2,3653,5994,650,883,9647,1533,4303,6877,11180
100663,2,999,5,628,1192,134,382,1820,516,762,1574,2336
100663,3,1,1,27,78,30,39,105,69,57,117,174
100663,3,1,2,27,78,30,39,105,69,57,117,174
100663,4,2,1,1427,2605,66,75,4032,141,1493,2680,4173
100663,4,2,2,1427,2605,66,75,4032,141,1493,2680,4173
100663,5,3,1,1483,2535,177,263,4018,440,1660,2798,4458
100663,5,3,2,1468,2506,176,259,3974,435,1644,2765,4409
100663,5,3,5,15,29,1,4,44,5,16,33,49
100663,6,4,1,1344,1968,511,888,3312,1399,1855,2856,4711
100663,6,4,2,731,805,378,510,1536,888,1109,1315,2424
100663,6,4,5,613,1163,133,378,1776,511,746,1541,2287
100663,7,999,1,1400,2013,1778,3856,3413,5634,3178,5869,9047
100663,7,999,2,337,418,674,1269,755,1943,1011,1687,2698
100663,7,999,5,1063,1595,1104,2587,2658,3691,2167,4182,6349
100663,8,5,1,912,1258,659,1520,2170,2179,1571,2778,4349
100663,8,5,2,216,243,312,478,459,790,528,721,1249
100663,8,5,5,696,1015,347,1042,1711,1389,1043,2057,3100
100663,9,6,1,299,381,393,780,680,1173,692,1161,1853
100663,9,6,2,71,90,146,278,161,424,217,368,585
100663,9,6,5,228,291,247,502,519,749,475,793,1268
100663,10,7,1,100,164,250,529,264,779,350,693,1043
100663,10,7,2,28,37,81,168,65,249,109,205,314
100663,10,7,5,72,127,169,361,199,530,241,488,729
100663,11,8,1,68,158,326,698,226,1024,394,856,1250
100663,11,8,2,19,38,97,227,57,324,116,265,381
100663,11,8,5,49,120,229,471,169,700,278,591,869
100663,12,9,1,21,51,138,317,72,455,159,368,527
100663,12,9,2,3,9,33,116,12,149,36,125,161
100663,12,9,5,18,42,105,201,60,306,123,243,366
100663,13,10,1,0,1,12,12,1,24,12,13,25
100663,13,10,2,0,1,5,2,1,7,5,3,8
100663,13,10,5,0,0,7,10,0,17,7,10,17
100706,1,412,1,4292,3053,1359,1295,7345,2654,5651,4348,9999
100706,1,112,2,3970,2760,747,550,6730,1297,4717,3310,8027
100706,1,312,5,322,293,612,745,615,1357,934,1038,1972
100706,2,999,1,3746,2538,570,385,6284,955,4316,2923,7239
100706,2,999,2,3643,2439,441,283,6082,724,4084,2722,6806
100706,2,999,5,103,99,129,102,202,231,232,201,433
100706,3,1,1,28,30,59,66,58,125,87,96,183
100706,3,1,2,28,30,59,66,58,125,87,96,183
100706,4,2,1,1528,957,28,18,2485,46,1556,975,2531
100706,4,2,2,1528,957,28,18,2485,46,1556,975,2531
100706,5,3,1,1480,1020,107,61,2500,168,1587,1081,2668
100706,5,3,2,1478,1016,106,59,2494,165,1584,1075,2659
100706,5,3,5,2,4,1,2,6,3,3,6,9
100706,6,4,1,710,531,376,240,1241,616,1086,771,1857
100706,6,4,2,609,436,248,140,1045,388,857,576,1433
100706,6,4,5,101,95,128,100,196,228,229,195,424
100706,7,999,1,546,513,789,910,1059,1699,1335,1423,2758
100706,7,999,2,327,321,306,267,648,573,633,588,1221
100706,7,999,5,219,192,483,643,411,1126,702,835,1537
100706,8,5,1,312,243,354,286,555,640,666,529,1195
100706,8,5,2,202,172,154,91,374,245,356,263,619
100706,8,5,5,110,71,200,195,181,395,310,266,576
100706,9,6,1,138,116,192,197,254,389,330,313,643
100706,9,6,2,69,73,82,69,142,151,151,142,293
100706,9,6,5,69,43,110,128,112,238,179,171,350
100706,10,7,1,46,55,95,119,101,214,141,174,315
100706,10,7,2,30,30,29,38,60,67,59,68,127
100706,10,7,5,16,25,66,81,41,147,82,106,188
100706,11,8,1,38,81,90,203,119,293,128,284,412
100706,11,8,2,21,40,23,44,61,67,44,84,128
100706,11,8,5,17,41,67,159,58,226,84,200,284
100706,12,9,1,10,18,51,102,28,153,61,120,181
100706,12,9,2,5,6,15,23,11,38,20,29,49
100706,12,9,5,5,12,36,79,17,115,41,91,132
100706,13,10,1,2,0,7,3,2,10,9,3,12
100706,13,10,2,0,0,3,2,0,5,3,2,5
100706,13,10,5,2,0,4,1,2,5,6,1,7
100706,14,11,1,0,2,0,0,2,0,0,2,2
100706,14,11,5,0,2,0,0,2,0,0,2,2
100724,1,412,1,1257,2350,178,287,3607,465,1435,2637,4072
100724,1,112,2,1171,2118,128,197,3289,325,1299,2315,3614
100724,1,312,5,86,232,50,90,318,140,136,322,458
100724,2,999,1,1125,2123,113,155,3248,268,1238,2278,3516
100724,2,999,2,1090,2017,110,146,3107,256,1200,2163,3363
100724,2,999,5,35,106,3,9,141,12,38,115,153
100724,3,1,1,5,18,0,13,23,13,5,31,36
100724,3,1,2,5,18,0,13,23,13,5,31,36
100724,4,2,1,475,944,38,45,1419,83,513,989,1502
100724,4,2,2,475,944,38,45,1419,83,513,989,1502
100724,5,3,1,374,730,28,35,1104,63,402,765,1167
100724,5,3,2,374,725,28,35,1099,63,402,760,1162
100724,5,3,5,0,5,0,0,5,0,0,5,5
100724,6,4,1,271,431,47,62,702,109,318,493,811
100724,6,4,2,236,330,44,53,566,97,280,383,663
100724,6,4,5,35,101,3,9,136,12,38,110,148
100724,7,999,1,132,227,64,132,359,196,196,359,555
100724,7,999,2,81,101,17,51,182,68,98,152,250
100724,7,999,5,51,126,47,81,177,128,98,207,305
100724,8,5,1,85,146,22,37,231,59,107,183,290
100724,8,5,2,58,71,12,19,129,31,70,90,160
100724,8,5,5,27,75,10,18,102,28,37,93,130
100724,9,6,1,28,38,16,28,66,44,44,66,110
100724,9,6,2,14,16,4,13,30,17,18,29,47
100724,9,6,5,14,22,12,15,36,27,26,37,63
100724,10,7,1,4,12,7,25,16,32,11,37,48
100724,10,7,2,3,2,1,7,5,8,4,9,13
100724,10,7,5,1,10,6,18,11,24,7,28,35
100724,11,8,1,12,26,11,24,38,35,23,50,73
100724,11,8,2,5,10,0,6,15,6,5,16,21
100724,11,8,5,7,16,11,18,23,29,18,34,52
100724,12,9,1,3,5,8,17,8,25,11,22,33
100724,12,9,2,1,2,0,5,3,5,1,7,8
100724,12,9,5,2,3,8,12,5,20,10,15,25
100724,13,10,1,0,0,0,1,0,1,0,1,1
100724,13,10,2,0,0,0,1,0,1,0,1,1
100724,14,11,1,0,0,1,0,0,1,1,0,1
100724,14,11,2,0,0,1,0,0,1,1,0,1
100751,1,412,1,13899,17634,2242,4065,31533,6307,16141,21699,37840
100751,1,112,2,12351,15399,1482,2438,27750,3920,13833,17837,31670
100751,1,312,5,1548,2235,760,1627,3783,2387,2308,3862,6170
100751,2,999,1,12644,16116,903,1589,28760,2492,13547,17705,31252
100751,2,999,2,11954,14992,827,1371,26946,2198,12781,16363,29144
100751,2,999,5,690,1124,76,218,1814,294,766,1342,2108
100751,3,1,1,67,168,257,677,235,934,324,845,1169
100751,3,1,2,67,168,257,677,235,934,324,845,1169
100751,4,2,1,4875,6949,85,78,11824,163,4960,7027,11987
100751,4,2,2,4875,6949,85,78,11824,163,4960,7027,11987
100751,5,3,1,5143,6732,156,230,11875,386,5299,6962,12261
100751,5,3,2,5094,6625,153,224,11719,377,5247,6849,12096
100751,5,3,5,49,107,3,6,156,9,52,113,165
100751,6,4,1,2559,2267,405,604,4826,1009,2964,2871,5835
100751,6,4,2,1918,1250,332,392,3168,724,2250,1642,3892
100751,6,4,5,641,1017,73,212,1658,285,714,1229,1943
100751,7,999,1,1254,1517,1337,2475,2771,3812,2591,3992,6583
100751,7,999,2,397,407,655,1067,804,1722,1052,1474,2526
100751,7,999,5,857,1110,682,1408,1967,2090,1539,2518,4057
100751,8,5,1,725,744,360,720,1469,1080,1085,1464,2549
100751,8,5,2,249,199,200,320,448,520,449,519,968
100751,8,5,5,476,545,160,400,1021,560,636,945,1581
100751,9,6,1,296,345,341,567,641,908,637,912,1549
100751,9,6,2,78,84,163,281,162,444,241,365,606
100751,9,6,5,218,261,178,286,479,464,396,547,943
100751,10,7,1,108,181,252,370,289,622,360,551,911
100751,10,7,2,29,49,133,157,78,290,162,206,368
100751,10,7,5,79,132,119,213,211,332,198,345,543
100751,11,8,1,97,175,239,523,272,762,336,698,1034
100751,11,8,2,34,54,102,203,88,305,136,257,393
100751,11,8,5,63,121,137,320,184,457,200,441,641
100751,12,9,1,27,70,136,286,97,422,163,356,519
100751,12,9,2,6,21,53,101,27,154,59,122,181
100751,12,9,5,21,49,83,185,70,268,104,234,338
100751,13,10,1,1,2,9,9,3,18,10,11,21
100751,13,10,2,1,0,4,5,1,9,5,5,10
100751,13,10,5,0,2,5,4,2,9,5,6,11
100751,14,11,1,1,1,2,1,2,3,3,2,5
100751,14,11,5,1,1,2,1,2,3,3,2,5
100760,1,412,1,254,294,389,609,548,998,643,903,1546
100760,1,112,2,254,294,389,609,548,998,643,903,1546
100760,2,999,1,231,244,347,459,475,806,578,703,1281
100760,2,999,2,231,244,347,459,475,806,578,703,1281
100760,3,1,1,0,3,191,240,3,431,191,243,434
100760,3,1,2,0,3,191,240,3,431,191,243,434
100760,4,2,1,128,160,76,100,288,176,204,260,464
100760,4,2,2,128,160,76,100,288,176,204,260,464
100760,5,3,1,94,66,54,55,160,109,148,121,269
100760,5,3,2,94,66,54,55,160,109,148,121,269
100760,6,4,1,9,15,26,64,24,90,35,79,114
100760,6,4,2,9,15,26,64,24,90,35,79,114
100760,7,999,1,23,50,42,150,73,192,65,200,265
100760,7,999,2,23,50,42,150,73,192,65,200,265
100760,8,5,1,10,20,17,56,30,73,27,76,103
100760,8,5,2,10,20,17,56,30,73,27,76,103
100760,9,6,1,8,12,10,38,20,48,18,50,68
100760,9,6,2,8,12,10,38,20,48,18,50,68
100760,10,7,1,2,8,2,26,10,28,4,34,38
100760,10,7,2,2,8,2,26,10,28,4,34,38
100760,11,8,1,2,6,8,18,8,26,10,24,34
100760,11,8,2,2,6,8,18,8,26,10,24,34
100760,12,9,1,1,4,5,11,5,16,6,15,21
100760,12,9,2,1,4,5,11,5,16,6,15,21
100760,13,10,1,0,0,0,1,0,1,0,1,1
100760,13,10,2,0,0,0,1,0,1,0,1,1
100812,1,412,1,362,884,535,1086,1246,1621,897,1970,2867
100812,1,112,2,343,859,478,1008,1202,1486,821,1867,2688
100812,1,312,5,19,25,57,78,44,135,76,103,179
100812,2,999,1,218,542,143,296,760,439,361,838,1199
100812,2,999,2,216,537,140,291,753,431,356,828,1184
100812,2,999,5,2,5,3,5,7,8,5,10,15
100812,4,2,1,10,23,5,5,33,10,15,28,43
100812,4,2,2,10,23,5,5,33,10,15,28,43
100812,5,3,1,89,284,27,90,373,117,116,374,490
100812,5,3,2,88,284,27,90,372,117,115,374,489
100812,5,3,5,1,0,0,0,1,0,1,0,1
100812,6,4,1,119,235,111,201,354,312,230,436,666
100812,6,4,2,118,230,108,196,348,304,226,426,652
100812,6,4,5,1,5,3,5,6,8,4,10,14
100812,7,999,1,144,342,392,790,486,1182,536,1132,1668
100812,7,999,2,127,322,338,717,449,1055,465,1039,1504
100812,7,999,5,17,20,54,73,37,127,71,93,164
100812,8,5,1,64,130,121,209,194,330,185,339,524
100812,8,5,2,60,126,112,192,186,304,172,318,490
100812,8,5,5,4,4,9,17,8,26,13,21,34
100812,9,6,1,38,86,93,172,124,265,131,258,389
100812,9,6,2,32,83,78,157,115,235,110,240,350
100812,9,6,5,6,3,15,15,9,30,21,18,39
100812,10,7,1,16,50,61,135,66,196,77,185,262
100812,10,7,2,14,45,56,126,59,182,70,171,241
100812,10,7,5,2,5,5,9,7,14,7,14,21
100812,11,8,1,21,56,68,170,77,238,89,226,315
100812,11,8,2,17,48,55,152,65,207,72,200,272
100812,11,8,5,4,8,13,18,12,31,17,26,43
100812,12,9,1,4,19,46,101,23,147,50,120,170
100812,12,9,2,3,19,35,87,22,122,38,106,144
100812,12,9,5,1,0,11,14,1,25,12,14,26
100812,13,10,1,1,1,3,3,2,6,4,4,8
100812,13,10,2,1,1,2,3,2,5,3,4,7
100812,13,10,5,0,0,1,0,0,1,1,0,1
100830,1,412,1,1239,2471,531,971,3710,1502,1770,3442,5212
100830,1,112,2,1103,2271,366,635,3374,1001,1469,2906,4375
100830,1,312,5,136,200,165,336,336,501,301,536,837
100830,2,999,1,1012,2053,261,409,3065,670,1273,2462,3735
100830,2,999,2,951,1980,230,344,2931,574,1181,2324,3505
100830,2,999,5,61,73,31,65,134,96,92,138,230
100830,3,1,1,11,13,30,67,24,97,41,80,121
100830,3,1,2,11,13,30,67,24,97,41,80,121
100830,4,2,1,327,765,50,47,1092,97,377,812,1189
100830,4,2,2,327,764,50,47,1091,97,377,811,1188
100830,4,2,5,0,1,0,0,1,0,0,1,1
100830,5,3,1,351,749,44,99,1100,143,395,848,1243
100830,5,3,2,351,745,44,99,1096,143,395,844,1239
100830,5,3,5,0,4,0,0,4,0,0,4,4
100830,6,4,1,323,526,137,196,849,333,460,722,1182
100830,6,4,2,262,458,106,131,720,237,368,589,957
100830,6,4,5,61,68,31,65,129,96,92,133,225
100830,7,999,1,227,418,270,562,645,832,497,980,1477
100830,7,999,2,152,291,136,291,443,427,288,582,870
100830,7,999,5,75,127,134,271,202,405,209,398,607
100830,8,5,1,126,222,109,213,348,322,235,435,670
100830,8,5,2,91,165,64,115,256,179,155,280,435
100830,8,5,5,35,57,45,98,92,143,80,155,235
100830,9,6,1,53,84,71,92,137,163,124,176,300
100830,9,6,2,35,57,41,44,92,85,76,101,177
100830,9,6,5,18,27,30,48,45,78,48,75,123
100830,10,7,1,19,42,29,88,61,117,48,130,178
100830,10,7,2,9,27,9,40,36,49,18,67,85
100830,10,7,5,10,15,20,48,25,68,30,63,93
100830,11,8,1,20,53,41,106,73,147,61,159,220
100830,11,8,2,10,31,17,57,41,74,27,88,115
100830,11,8,5,10,22,24,49,32,73,34,71,105
100830,12,9,1,9,16,19,62,25,81,28,78,106
100830,12,9,2,7,10,4,35,17,39,11,45,56
100830,12,9,5,2,6,15,27,8,42,17,33,50
100830,13,10,1,0,1,1,1,1,2,1,2,3
100830,13,10,2,0,1,1,0,1,1,1,1,2
100830,13,10,5,0,0,0,1,0,1,0,1,1
100858,1,412,1,12779,13067,2669,2222,25846,4891,15448,15289,30737
100858,1,112,2,11388,11070,1223,824,22458,2047,12611,11894,24505
100858,1,312,5,1391,1997,1446,1398,3388,2844,2837,3395,6232
100858,2,999,1,11441,12024,1161,899,23465,2060,12602,12923,25525
100858,2,999,2,10927,10902,950,650,21829,1600,11877,11552,23429
100858,2,999,5,514,1122,211,249,1636,460,725,1371,2096
100858,3,1,1,34,56,37,81,90,118,71,137,208
100858,3,1,2,34,56,37,81,90,118,71,137,208
100858,4,2,1,4223,4819,129,106,9042,235,4352,4925,9277
100858,4,2,2,4221,4819,129,106,9040,235,4350,4925,9275
100858,4,2,5,2,0,0,0,2,0,2,0,2
100858,5,3,1,4596,5032,359,231,9628,590,4955,5263,10218
100858,5,3,2,4571,4934,354,222,9505,576,4925,5156,10081
100858,5,3,5,25,98,5,9,123,14,30,107,137
100858,6,4,1,2588,2117,636,481,4705,1117,3224,2598,5822
100858,6,4,2,2101,1093,430,241,3194,671,2531,1334,3865
100858,6,4,5,487,1024,206,240,1511,446,693,1264,1957
100858,7,999,1,1338,1043,1508,1323,2381,2831,2846,2366,5212
100858,7,999,2,461,168,273,174,629,447,734,342,1076
100858,7,999,5,877,875,1235,1149,1752,2384,2112,2024,4136
100858,8,5,1,844,684,643,577,1528,1220,1487,1261,2748
100858,8,5,2,326,128,155,78,454,233,481,206,687
100858,8,5,5,518,556,488,499,1074,987,1006,1055,2061
100858,9,6,1,286,176,325,298,462,623,611,474,1085
100858,9,6,2,81,17,48,40,98,88,129,57,186
100858,9,6,5,205,159,277,258,364,535,482,417,899
100858,10,7,1,109,78,215,178,187,393,324,256,580
100858,10,7,2,34,9,35,26,43,61,69,35,104
100858,10,7,5,75,69,180,152,144,332,255,221,476
100858,11,8,1,79,76,207,161,155,368,286,237,523
100858,11,8,2,16,9,22,20,25,42,38,29,67
100858,11,8,5,63,67,185,141,130,326,248,208,456
100858,12,9,1,19,28,111,102,47,213,130,130,260
100858,12,9,2,4,5,12,9,9,21,16,14,30
100858,12,9,5,15,23,99,93,38,192,114,116,230
100858,13,10,1,1,1,7,7,2,14,8,8,16
100858,13,10,2,0,0,1,1,0,2,1,1,2
100858,13,10,5,1,1,6,6,2,12,7,7,14
100937,1,412,1,520,606,3,0,1126,3,523,606,1129
100937,1,112,2,520,606,3,0,1126,3,523,606,1129
100937,2,999,1,515,596,3,0,1111,3,518,596,1114
100937,2,999,2,515,596,3,0,1111,3,518,596,1114
100937,3,1,1,1,2,0,0,3,0,1,2,3
100937,3,1,2,1,2,0,0,3,0,1,2,3
100937,4,2,1,228,250,0,0,478,0,228,250,478
100937,4,2,2,228,250,0,0,478,0,228,250,478
100937,5,3,1,235,299,2,0,534,2,237,299,536
100937,5,3,2,235,299,2,0,534,2,237,299,536
100937,6,4,1,51,45,1,0,96,1,52,45,97
100937,6,4,2,51,45,1,0,96,1,52,45,97
100937,7,999,1,5,10,0,0,15,0,5,10,15
100937,7,999,2,5,10,0,0,15,0,5,10,15
100937,8,5,1,2,8,0,0,10,0,2,8,10
100937,8,5,2,2,8,0,0,10,0,2,8,10
100937,9,6,1,2,0,0,0,2,0,2,0,2
100937,9,6,2,2,0,0,0,2,0,2,0,2
100937,10,7,1,0,2,0,0,2,0,0,2,2
100937,10,7,2,0,2,0,0,2,0,0,2,2
100937,11,8,1,1,0,0,0,1,0,1,0,1
100937,11,8,2,1,0,0,0,1,0,1,0,1
101028,1,412,1,223,375,224,577,598,801,447,952,1399
101028,1,112,2,223,375,224,577,598,801,447,952,1399
101028,2,999,1,185,274,165,287,459,452,350,561,911
101028,2,999,2,185,274,165,287,459,452,350,561,911
101028,3,1,1,0,7,52,114,7,166,52,121,173
101028,3,1,2,0,7,52,114,7,166,52,121,173
101028,4,2,1,100,155,35,54,255,89,135,209,344
101028,4,2,2,100,155,35,54,255,89,135,209,344
101028,5,3,1,69,82,55,54,151,109,124,136,260
101028,5,3,2,69,82,55,54,151,109,124,136,260
101028,6,4,1,16,30,23,65,46,88,39,95,134
101028,6,4,2,16,30,23,65,46,88,39,95,134
101028,7,999,1,38,101,59,290,139,349,97,391,488
101028,7,999,2,38,101,59,290,139,349,97,391,488
101028,8,5,1,20,32,20,90,52,110,40,122,162
101028,8,5,2,20,32,20,90,52,110,40,122,162
101028,9,6,1,2,28,9,85,30,94,11,113,124
101028,9,6,2,2,28,9,85,30,94,11,113,124
101028,10,7,1,3,22,6,48,25,54,9,70,79
101028,10,7,2,3,22,6,48,25,54,9,70,79
101028,11,8,1,6,14,15,47,20,62,21,61,82
101028,11,8,2,6,14,15,47,20,62,21,61,82
101028,12,9,1,7,5,8,17,12,25,15,22,37
101028,12,9,2,7,5,8,17,12,25,15,22,37
101028,13,10,1,0,0,1,3,0,4,1,3,4
101028,13,10,2,0,0,1,3,0,4,1,3,4
101143,1,412,1,503,386,468,451,889,919,971,837,1808
101143,1,112,2,503,386,468,451,889,919,971,837,1808
101143,2,999,1,408,284,397,336,692,733,805,620,1425
101143,2,999,2,408,284,397,336,692,733,805,620,1425
101143,3,1,1,11,13,196,179,24,375,207,192,399
101143,3,1,2,11,13,196,179,24,375,207,192,399
101143,4,2,1,202,170,105,62,372,167,307,232,539
101143,4,2,2,202,170,105,62,372,167,307,232,539
101143,5,3,1,138,72,54,54,210,108,192,126,318
101143,5,3,2,138,72,54,54,210,108,192,126,318
101143,6,4,1,57,29,42,41,86,83,99,70,169
101143,6,4,2,57,29,42,41,86,83,99,70,169
101143,7,999,1,95,102,71,111,197,182,166,213,379
101143,7,999,2,95,102,71,111,197,182,166,213,379
101143,8,5,1,35,43,30,39,78,69,65,82,147
101143,8,5,2,35,43,30,39,78,69,65,82,147
101143,9,6,1,30,23,20,19,53,39,50,42,92
101143,9,6,2,30,23,20,19,53,39,50,42,92
101143,10,7,1,14,16,12,16,30,28,26,32,58
101143,10,7,2,14,16,12,16,30,28,26,32,58
101143,11,8,1,11,12,6,24,23,30,17,36,53
101143,11,8,2,11,12,6,24,23,30,17,36,53
101143,12,9,1,5,8,3,13,13,16,8,21,29
101143,12,9,2,5,8,3,13,13,16,8,21,29
101143,14,11,1,0,0,0,4,0,4,0,4,4
101143,14,11,2,0,0,0,4,0,4,0,4,4
101161,1,412,1,1140,1637,1658,2218,2777,3876,2798,3855,6653
101161,1,112,2,1140,1637,1658,2218,2777,3876,2798,3855,6653
101161,2,999,1,1010,1394,1463,1618,2404,3081,2473,3012,5485
101161,2,999,2,1010,1394,1463,1618,2404,3081,2473,3012,5485
101161,3,1,1,8,13,799,748,21,1547,807,761,1568
101161,3,1,2,8,13,799,748,21,1547,807,761,1568
101161,4,2,1,580,849,351,314,1429,665,931,1163,2094
101161,4,2,2,580,849,351,314,1429,665,931,1163,2094
101161,5,3,1,333,403,192,296,736,488,525,699,1224
101161,5,3,2,333,403,192,296,736,488,525,699,1224
101161,6,4,1,89,129,121,260,218,381,210,389,599
101161,6,4,2,89,129,121,260,218,381,210,389,599
101161,7,999,1,130,243,195,598,373,793,325,841,1166
101161,7,999,2,130,243,195,598,373,793,325,841,1166
101161,8,5,1,53,103,86,221,156,307,139,324,463
101161,8,5,2,53,103,86,221,156,307,139,324,463
101161,9,6,1,30,65,52,147,95,199,82,212,294
101161,9,6,2,30,65,52,147,95,199,82,212,294
101161,10,7,1,20,37,23,95,57,118,43,132,175
101161,10,7,2,20,37,23,95,57,118,43,132,175
101161,11,8,1,17,24,19,100,41,119,36,124,160
101161,11,8,2,17,24,19,100,41,119,36,124,160
101161,12,9,1,10,13,14,34,23,48,24,47,71
101161,12,9,2,10,13,14,34,23,48,24,47,71
101161,13,10,1,0,1,1,1,1,2,1,2,3
101161,13,10,2,0,1,1,1,1,2,1,2,3
101161,14,11,1,0,0,0,2,0,2,0,2,2
101161,14,11,2,0,0,0,2,0,2,0,2,2
101189,1,412,1,824,1164,363,610,1988,973,1187,1774,2961
101189,1,112,2,597,764,264,473,1361,737,861,1237,2098
101189,1,312,5,227,400,99,137,627,236,326,537,863
101189,2,999,1,501,525,147,195,1026,342,648,720,1368
101189,2,999,2,454,419,142,186,873,328,596,605,1201
101189,2,999,5,47,106,5,9,153,14,52,115,167
101189,3,1,1,3,6,99,142,9,241,102,148,250
101189,3,1,2,3,5,99,142,8,241,102,147,249
101189,3,1,5,0,1,0,0,1,0,0,1,1
101189,4,2,1,209,177,10,14,386,24,219,191,410
101189,4,2,2,209,177,10,14,386,24,219,191,410
101189,5,3,1,149,148,12,6,297,18,161,154,315
101189,5,3,2,149,148,12,5,297,17,161,153,314
101189,5,3,5,0,0,0,1,0,1,0,1,1
101189,6,4,1,140,194,26,33,334,59,166,227,393
101189,6,4,2,93,89,21,25,182,46,114,114,228
101189,6,4,5,47,105,5,8,152,13,52,113,165
101189,7,999,1,323,639,216,415,962,631,539,1054,1593
101189,7,999,2,143,345,122,287,488,409,265,632,897
101189,7,999,5,180,294,94,128,474,222,274,422,696
101189,8,5,1,100,183,38,99,283,137,138,282,420
101189,8,5,2,36,90,28,79,126,107,64,169,233
101189,8,5,5,64,93,10,20,157,30,74,113,187
101189,9,6,1,68,121,43,80,189,123,111,201,312
101189,9,6,2,25,67,25,58,92,83,50,125,175
101189,9,6,5,43,54,18,22,97,40,61,76,137
101189,10,7,1,46,106,36,69,152,105,82,175,257
101189,10,7,2,27,65,19,53,92,72,46,118,164
101189,10,7,5,19,41,17,16,60,33,36,57,93
101189,11,8,1,73,166,57,110,239,167,130,276,406
101189,11,8,2,41,87,32,64,128,96,73,151,224
101189,11,8,5,32,79,25,46,111,71,57,125,182
101189,12,9,1,35,62,40,55,97,95,75,117,192
101189,12,9,2,14,36,18,31,50,49,32,67,99
101189,12,9,5,21,26,22,24,47,46,43,50,93
101189,13,10,1,1,1,2,2,2,4,3,3,6
101189,13,10,2,0,0,0,2,0,2,0,2,2
101189,13,10,5,1,1,2,0,2,2,3,1,4
101240,1,412,1,834,1082,683,1394,1916,2077,1517,2476,3993
101240,1,112,2,834,1082,683,1394,1916,2077,1517,2476,3993
101240,2,999,1,575,770,496,852,1345,1348,1071,1622,2693
101240,2,999,2,575,770,496,852,1345,1348,1071,1622,2693
101240,3,1,1,4,2,151,213,6,364,155,215,370
101240,3,1,2,4,2,151,213,6,364,155,215,370
101240,4,2,1,308,417,136,179,725,315,444,596,1040
101240,4,2,2,308,417,136,179,725,315,444,596,1040
101240,5,3,1,178,221,112,241,399,353,290,462,752
101240,5,3,2,178,221,112,241,399,353,290,462,752
101240,6,4,1,85,130,97,219,215,316,182,349,531
101240,6,4,2,85,130,97,219,215,316,182,349,531
101240,7,999,1,259,312,187,542,571,729,446,854,1300
101240,7,999,2,259,312,187,542,571,729,446,854,1300
101240,8,5,1,71,133,65,204,204,269,136,337,473
101240,8,5,2,71,133,65,204,204,269,136,337,473
101240,9,6,1,53,59,52,129,112,181,105,188,293
101240,9,6,2,53,59,52,129,112,181,105,188,293
101240,10,7,1,46,52,22,91,98,113,68,143,211
101240,10,7,2,46,52,22,91,98,113,68,143,211
101240,11,8,1,60,43,26,84,103,110,86,127,213
101240,11,8,2,60,43,26,84,103,110,86,127,213
101240,12,9,1,25,25,15,32,50,47,40,57,97
