,field_1,State_x,State_y,School Name,Institution Type,x_centroid,y_centroid,centroid_geom,geometry,nearest_polling_index,nearest_polling_distance,nearest_polling_name,nearest_polling_geometry,distance_by_walking (miles),duration_by_walking (minutes),distance_by_driving (miles),duration_by_driving (minutes),distance_by_transit (miles),duration_by_transit (minutes)
0,0,AK,Alaska,alaska pacific university,"Private, 4 Year",-149.80181074831123,61.191111629181066,"-149.80181074831125, 61.191111629181066","POLYGON ((-149.8015927 61.1874603, -149.8005508 61.1876525, -149.7993838 61.1879565, -149.7986993 61.1883006, -149.7984498 61.1883752, -149.7983962 61.1883639, -149.7980724 61.1883311, -149.7978698 61.1883264, -149.7973198 61.1882537, -149.796991 61.1881869, -149.7963554 61.1880282, -149.7958192 61.1879076, -149.7957706 61.1879141, -149.7934864 61.1880832, -149.7933911 61.1934976, -149.7971116 61.193504, -149.7971223 61.1948563, -149.7977443 61.1948568, -149.7977432 61.1951575, -149.7977403 61.1951788, -149.808092 61.195206, -149.8081208 61.1935109, -149.8081417 61.1922778, -149.808167 61.1907905, -149.810144 61.190786, -149.8101921 61.1889396, -149.8101921 61.1887363, -149.8102863 61.1885158, -149.8102941 61.1884533, -149.8102902 61.1877779, -149.8102862 61.1877307, -149.8102789 61.1877111, -149.8102615 61.1876929, -149.81022 61.1876712, -149.8101957 61.1876621, -149.8101497 61.187653, -149.810028 61.1876465, -149.8097144 61.18764, -149.8096035 61.1876321, -149.809425 61.1876152, -149.8092655 61.1875956, -149.8091276 61.1875735, -149.8090059 61.18755, -149.8087976 61.1874927, -149.8085894 61.1874301, -149.8083515 61.1873702, -149.8081892 61.1873389, -149.8080053 61.1873076, -149.8077809 61.1872763, -149.8074347 61.1872359, -149.8071183 61.1872125, -149.80671 61.1871903, -149.8065937 61.1871877, -149.8063504 61.1871877, -149.8059366 61.1871942, -149.8056473 61.1872034, -149.8047923 61.1872293, -149.8047495 61.1872304, -149.803993 61.1872495, -149.8038143 61.1872583, -149.8034645 61.1872756, -149.803334 61.1872821, -149.8021234 61.1873914, -149.8015927 61.1874603))",11464,0.015356298069849,ALASKA HOUSING FINANCE CORPORATION BUILDING,POINT (-149.7796543 61.1814132),1.4291532999999998,29,2.485484,7,1.4291532999999998,29
1,1,AK,Alaska,alaska pacific university,"Private, 4 Year",-149.8098437,61.1888471,"-149.8098437, 61.1888471",POINT (-149.8098437 61.1888471),11461,0.0224810805865648,TRINITY CHRISTIAN REFORMED CHURCH,POINT (-149.8244492 61.2059374),1.9262501,37,2.4233469,7,2.7961695,30
2,2,AK,Alaska,ilisagvik college,"Public, 4 Year",-156.6798569974413,71.32481059160978,"-156.6798569974413, 71.32481059160978","POLYGON ((-156.679493 71.32555979999999, -156.6805602 71.32527039999999, -156.682152 71.3247835, -156.6800645 71.3240172, -156.6775946 71.3249127, -156.679493 71.32555979999999))",11570,7.392052182918401,NORTHWEST ARCTIC BOROUGH BLDG,POINT (-162.5999965 66.89516139999999),,,,,,
3,3,AK,Alaska,prince william sound community college,,-146.3553932205255,61.13427196693991,"-146.3553932205255, 61.134271966939906","POLYGON ((-146.3562394 61.1346658, -146.3562365 61.1344148, -146.3560412 61.1344154, -146.3560384 61.1341783, -146.3558477 61.1341788, -146.3558468 61.1341093, -146.3552081 61.1341111, -146.3551728 61.1340897, -146.3552488 61.1340604, -146.3551751 61.1340158, -146.3550695 61.1340565, -146.3549113 61.1339609, -146.3549076 61.1338367, -146.3547903 61.1338375, -146.3547898 61.1338184, -146.3545678 61.1338199, -146.3545694 61.1338743, -146.3546333 61.1338739, -146.3546378 61.1340253, -146.3545394 61.1340893, -146.3545406 61.1341973, -146.3548577 61.1341965, -146.3548606 61.1344554, -146.3551962 61.1344545, -146.3551949 61.1343307, -146.355798 61.1343291, -146.3557991 61.1344248, -146.3556458 61.1344252, -146.3556487 61.1346675, -146.3562394 61.1346658))",11541,0.0032468801179016,VALDEZ CITY COUNCIL CHAMBERS,POINT (-146.3551253 61.1305889),0.621371,12,0.621371,3,,
4,4,AK,Alaska,university of alaska anchorage,"Public, 4 Year",-149.81570562147257,61.19213041702953,"-149.81570562147255, 61.19213041702953","POLYGON ((-149.8158672 61.1932475, -149.8158404 61.1931342, -149.815812 61.1930445, -149.8159004 61.1929934, -149.8159676 61.1929389, -149.8160383 61.1928554, -149.8160983 61.1927685, -149.8162221 61.1926612, -149.8163493 61.1925692, -149.8165049 61.1924858, -149.8166922 61.1924159, -149.8168796 61.1923376, -149.8169662 61.1922967, -149.8170316 61.1922626, -149.8171305 61.1921911, -149.8172012 61.1921264, -149.8172755 61.1920446, -149.817332 61.1919867, -149.8175477 61.1918538, -149.8176679 61.1918027, -149.817788 61.1917635, -149.8179719 61.1917209, -149.818092 61.1917039, -149.8182617 61.1916903, -149.8186329 61.1916835, -149.8192692 61.191675, -149.819506 61.191675, -149.8198489 61.1916664, -149.8202024 61.1916528, -149.820464 61.191629, -149.8206584 61.1916, -149.820659 61.1917087, -149.8206627 61.1923898, -149.8206641 61.1926223, -149.8208089 61.1926609, -149.8215888 61.1928685, -149.8217065 61.1928998, -149.8221051 61.1930059, -149.8224588 61.1927158, -149.8227042 61.1925147, -149.8230658 61.1924193, -149.8233422 61.1924796, -149.8236646 61.1928759, -149.8236119 61.1930979, -149.8229934 61.1935544, -149.8238357 61.1938778, -149.8238422 61.194141, -149.8248793 61.1937761, -149.8252013 61.193663, -149.8252431 61.1937173, -149.825349 61.1938613, -149.8255967 61.1942247, -149.8257706 61.1944528, -149.8259058 61.1945948, -149.8260266 61.1946949, -149.8262874 61.1948624, -149.8264226 61.1949323, -149.8271144 61.1948187, -149.827424 61.1933036, -149.8287262 61.1931582, -149.8291471 61.192611, -149.8286071 61.1926684, -149.8279084 61.1927297, -149.826892 61.1927564, -149.8268682 61.1915894, -149.8308152 61.1915809, -149.8307926 61.1924396, -149.8312258 61.1924342, -149.8311505 61.1925485, -149.8311241 61.1926102, -149.8311279 61.192672, -149.8311505 61.1927264, -149.8312258 61.1928009, -149.8312522 61.1928372, -149.8312635 61.1928771, -149.8312597 61.193389, -149.8312635 61.1934907, -149.8312334 61.1935578, -149.8311693 61.1936431, -149.8311354 61.1937158, -149.8311279 61.1937811, -149.8311279 61.1938937, -149.8311279 61.1945707, -149.8311392 61.194912, -149.8311467 61.1950209, -149.8311618 61.1950699, -149.8311844 61.1950935, -149.8312296 61.195108, -149.8312899 61.1951189, -149.8315913 61.1951316, -149.8326273 61.1951643, -149.832622 61.1943335, -149.8341583 61.1943224, -149.8344873 61.19432, -149.8345084 61.1923163, -149.8345034 61.1915649, -149.8344931 61.1898642, -149.8379112 61.1898619, -149.8380674 61.1898618, -149.8380771 61.1896477, -149.8380674 61.188947, -149.8380626 61.1888609, -149.8380385 61.1888144, -149.8380095 61.1887701, -149.8379998 61.1887119, -149.8380047 61.1885769, -149.8380095 61.1884955, -149.8380433 61.1883744, -149.8380723 61.1882743, -149.8380761 61.1877018, -149.838065 61.1869846, -149.838065 61.1863081, -149.8380614 61.1862105, -149.8380503 61.1861767, -149.8380282 61.1861537, -149.837984 61.1861341, -149.8379214 61.1861146, -149.8378624 61.1861057, -149.8377335 61.1861004, -149.8369783 61.1861075, -149.8368273 61.1861022, -149.8367057 61.1860897, -149.8364 61.1860596, -149.8363005 61.1860525, -149.8362526 61.1860525, -149.8362195 61.1860613, -149.8361789 61.1860773, -149.8361274 61.186127, -149.8357443 61.1864502, -149.8354938 61.1866739, -149.8354532 61.1867307, -149.8354385 61.1867786, -149.8354348 61.1868372, -149.8354385 61.1875988, -149.8354569 61.1881545, -149.834838 61.1881581, -149.832812 61.1881616, -149.8320333 61.188161, -149.8306348 61.1881599, -149.8295182 61.1881594, -149.8289717 61.188161, -149.8289912 61.1878161, -149.8289879 61.1875997, -149.8289977 61.1875495, -149.8290107 61.1874978, -149.8290335 61.1874429, -149.8290367 61.1874068, -149.829027 61.1873629, -149.8289619 61.1872312, -149.8288773 61.1871215, -149.8287765 61.1870305, -149.8286919 61.1869631, -149.828604 61.1869051, -149.8285032 61.1868518, -149.8283633 61.1867906, -149.8281648 61.1867232, -149.8279501 61.1866683, -149.8277777 61.186637, -149.8275435 61.1866103, -149.8273222 61.1865931, -149.8271856 61.1865899, -149.8270099 61.1865962, -149.8267529 61.1866166, -149.8262324 61.186673, -149.8257314 61.1867326, -149.8255622 61.1867483, -149.825393 61.1867608, -149.8252694 61.186764, -149.8251458 61.186764, -149.8249668 61.1867546, -149.8247846 61.1867405, -149.8245537 61.1867091, -149.8243194 61.1866621, -149.8241535 61.1866197, -149.8240299 61.1865821, -149.8238477 61.1865084, -149.8237078 61.1864425, -149.8235907 61.1863814, -149.8235093 61.1863469, -149.8234736 61.1863422, -149.8234313 61.1863438, -149.8233922 61.18635, -149.8233402 61.1863641, -149.8225041 61.1866197, -149.822452 61.1866511, -149.8224292 61.1866856, -149.8224162 61.1867248, -149.8224162 61.1867577, -149.8224292 61.1867859, -149.8224442 61.1868116, -149.8233044 61.1872751, -149.8235093 61.187399, -149.823646 61.1875009, -149.8237208 61.1875746, -149.8237956 61.1876687, -149.8238835 61.1878082, -149.8239258 61.187896, -149.8239648 61.1880183, -149.8239876 61.188103, -149.8240071 61.1881485, -149.8240461 61.1881971, -149.8241112 61.1882613, -149.824186 61.1883241, -149.8242641 61.1883789, -149.8247814 61.1886517, -149.8243715 61.1887897, -149.824134 61.1888885, -149.8236785 61.1890986, -149.8229075 61.1894482, -149.8227546 61.1895125, -149.8225529 61.1895862, -149.8223707 61.1896505, -149.8218697 61.1897759, -149.8217005 61.1898135, -149.821463 61.1898511, -149.821219 61.1898825, -149.8211432 61.1898917, -149.820962 61.1899138, -149.8206725 61.1899327, -149.8204252 61.1899421, -149.8201975 61.1899577, -149.8200023 61.1899703, -149.8198917 61.1899719, -149.8195696 61.1899656, -149.8193972 61.189953, -149.8191694 61.1899389, -149.819023 61.1899389, -149.8189072 61.1899385, -149.8179776 61.1899351, -149.8177315 61.1899342, -149.8174679 61.1899405, -149.8173883 61.1899475, -149.8172926 61.1899623, -149.8172363 61.189967, -149.8171852 61.1899675, -149.8169917 61.1899567, -149.8166834 61.1899372, -149.8165665 61.1899244, -149.8165048 61.1899142, -149.8164527 61.1899055, -149.8163868 61.1898896, -149.8163028 61.1898686, -149.8162337 61.1898553, -149.8157002 61.1897811, -149.8158628 61.1895359, -149.8158753 61.1894916, -149.8158753 61.1894273, -149.8158587 61.189363, -149.8158086 61.1892866, -149.8157085 61.1891559, -149.8156751 61.1890916, -149.8156668 61.1890313, -149.8156668 61.1887861, -149.8156793 61.1880141, -149.8156918 61.1876824, -149.8156918 61.1871578, -149.8156918 61.1865949, -149.8157043 61.186422, -149.815721 61.1863214, -149.8157836 61.1861224, -149.8158128 61.1860219, -149.815817 61.1859656, -149.8158211 61.1856017, -149.8158128 61.1850086, -149.815817 61.1847392, -149.8158253 61.1845784, -149.8158378 61.1845261, -149.8158712 61.1844839, -149.8159254 61.1844558, -149.8159963 61.1844276, -149.8159337 61.1843573, -149.8147408 61.1843532, -149.8147533 61.1834827, -149.8135144 61.1834847, -149.8133309 61.1829036, -149.8132975 61.1828071, -149.8132683 61.182787, -149.8132308 61.182779, -149.8131682 61.182775, -149.8130556 61.182775, -149.8126885 61.1828051, -149.8125342 61.1828272, -149.8124508 61.1828493, -149.812384 61.1828835, -149.8123465 61.1829097, -149.8123298 61.1829418, -149.8123423 61.1829619, -149.8123674 61.1829841, -149.8124191 61.1830088, -149.8124862 61.183025, -149.812539 61.1830508, -149.812572 61.1830833, -149.8125816 61.1831192, -149.8125668 61.1831547, -149.8125293 61.183186, -149.812473 61.18321, -149.8124037 61.1832239, -149.8123288 61.1832265, -149.8122561 61.1832174, -149.8122107 61.1832028, -149.812042 61.183348, -149.8118543 61.1835128, -149.8118084 61.183553, -149.8115123 61.183551, -149.811312 61.1830062, -149.8113079 61.1828936, -149.8114789 61.1823608, -149.8110367 61.1821537, -149.8108741 61.1821115, -149.8108073 61.1820954, -149.8107448 61.1820672, -149.8107156 61.182029, -149.8107156 61.1819848, -149.8107281 61.1819526, -149.8107906 61.1819003, -149.8108449 61.1818842, -149.810849 61.181842, -149.8097478 61.181846, -149.8097311 61.1824251, -149.8084437 61.1824172, -149.8084293 61.1829323, -149.8083833 61.1835153, -149.8083772 61.1836378, -149.8083833 61.1838149, -149.8084078 61.1839521, -149.8084354 61.1840761, -149.8084752 61.1841986, -149.8085364 61.1843226, -149.8085617 61.1843676, -149.8086007 61.1844347, -149.8088396 61.184755, -149.8093295 61.1852553, -149.809749 61.1856803, -149.809896 61.1858117, -149.8100491 61.1859238, -149.8101379 61.185977, -149.8102542 61.1860286, -149.8103828 61.1860744, -149.8105175 61.1861216, -149.81064 61.1861511, -149.810738 61.1861644, -149.8107962 61.1861659, -149.8108972 61.1861614, -149.8112402 61.1861393, -149.811427 61.1861319, -149.8116046 61.1861304, -149.8117791 61.1861378, -149.8117393 61.1862337, -149.811577 61.1862278, -149.8113351 61.1862337, -149.8111514 61.186247, -149.8109125 61.1862765, -149.8107748 61.1863002, -149.810689 61.1863193, -149.8106186 61.1863474, -149.8105757 61.186371, -149.8105267 61.1864064, -149.8104716 61.1864654, -149.8104257 61.1865378, -149.8104165 61.1865776, -149.8104196 61.186613, -149.8104349 61.1866543, -149.8104624 61.1867001, -149.8105635 61.1868639, -149.8106155 61.1869524, -149.8106492 61.1870439, -149.8106706 61.1871266, -149.810686 61.1874143, -149.8106951 61.18804, -149.8106951 61.188558, -149.8106982 61.1886111, -149.8104839 61.1888015, -149.8103216 61.1887646, -149.8101921 61.1887363, -149.8101921 61.1889396, -149.810144 61.190786, -149.808167 61.1907905, -149.8081417 61.1922778, -149.8081208 61.1935109, -149.808092 61.195206, -149.7977403 61.1951788, -149.7934003 61.1951727, -149.7933973 61.1952487, -149.793394 61.1955736, -149.7933785 61.1973042, -149.7933643 61.1989105, -149.7997113 61.1989204, -149.7998567 61.198617, -149.8001693 61.1986671, -149.8003719 61.1986884, -149.8006777 61.198715, -149.8010571 61.1987398, -149.8014844 61.1987469, -149.8032711 61.1987469, -149.8060855 61.1987398, -149.806476 61.1987434, -149.8066491 61.1987363, -149.806848 61.1987239, -149.8070249 61.1987168, -149.8073085 61.1987168, -149.8074264 61.1987185, -149.8075074 61.1987221, -149.8076769 61.1987345, -149.80778 61.1987381, -149.8079311 61.1987416, -149.8082737 61.1987416, -149.8089983 61.198741, -149.8104213 61.1987398, -149.8107683 61.1987402, -149.8123497 61.1987417, -149.8157738 61.1987452, -149.8159175 61.1987472, -149.8159148 61.1985285, -149.8158993 61.1970248, -149.8158989 61.1969814, -149.8158832 61.1954535, -149.8158823 61.1953641, -149.8158817 61.1952391, -149.8158672 61.1932475))",11461,0.0111574585336144,TRINITY CHRISTIAN REFORMED CHURCH,POINT (-149.8244492 61.2059374),1.6777017,33,2.4233469,7,2.6097582,31
5,5,AK,Alaska,university of alaska fairbanks,"Public, 4 Year",-147.82865464812164,64.86612564132531,"-147.82865464812164, 64.86612564132531","POLYGON ((-147.8703413 64.8778535, -147.8734829 64.8778535, -147.8742048 64.877855, -147.8800433 64.87786749999999, -147.8801555 64.8778563, -147.8802281 64.8778282, -147.8802875 64.87779740000001, -147.8803073 64.8776965, -147.8802479 64.8763235, -147.8802927 64.87496160000001, -147.880375 64.873884, -147.8804368 64.8722949, -147.8804773 64.87077960000001, -147.8804639 64.8686792, -147.8804773 64.86786530000001, -147.8805292 64.8634043, -147.8778633 64.8634095, -147.8779493 64.8526363, -147.8705535 64.8526676, -147.8719417 64.8538631, -147.873932 64.85548660000001, -147.8740303 64.8556066, -147.8729569 64.8558093, -147.8713964 64.8546205, -147.8690791 64.85287580000001, -147.8670214 64.8514594, -147.8646983 64.8498965, -147.8642607 64.84977170000001, -147.8630054 64.84955739999999, -147.8623666 64.84940279999999, -147.8619772 64.8489849, -147.8614294 64.84907459999999, -147.8609608 64.8491392, -147.8605582 64.8491896, -147.8604922 64.847745, -147.8604658 64.8474897, -147.8603998 64.8473018, -147.8602697 64.84706439999999, -147.8600876 64.8468608, -147.8598672 64.846645, -147.8594169 64.8463436, -147.8588707 64.84603, -147.8582479 64.8457123, -147.8579125 64.8455453, -147.8573112 64.8459277, -147.856794 64.8462385, -147.8563124 64.8464584, -147.8553315 64.8467692, -147.8544397 64.8470118, -147.8537619 64.847171, -147.8539403 64.84751970000001, -147.8539581 64.8478229, -147.8538776 64.84931020000001, -147.8502829 64.8492816, -147.8479064 64.84929750000001, -147.8453533 64.8493162, -147.8450732 64.8493177, -147.8449775 64.8493313, -147.8448569 64.84934939999999, -147.8448144 64.8493509, -147.8446016 64.8493478, -147.844513 64.8493433, -147.8443676 64.84932980000001, -147.8442329 64.84931469999999, -147.8441194 64.8493057, -147.8440449 64.84930110000001, -147.8439811 64.8493026, -147.8438925 64.8493177, -147.8438109 64.8493433, -147.8437755 64.8493644, -147.8437365 64.84940210000001, -147.8437187 64.84942770000001, -147.8436372 64.849604, -147.8432081 64.8495679, -147.8432081 64.84949400000001, -147.8431975 64.8494383, -147.8431869 64.84941259999999, -147.843155 64.8493916, -147.843084 64.8493689, -147.8429883 64.84934629999999, -147.8428429 64.8493313, -147.8420345 64.8493192, -147.8407545 64.84930869999999, -147.8377867 64.8492785, -147.836028 64.8492755, -147.8313521 64.84927500000001, -147.8302197 64.84926400000001, -147.8301264 64.84926830000001, -147.8300541 64.8492837, -147.8299738 64.8493161, -147.8299096 64.8493656, -147.8298815 64.8494031, -147.8298574 64.8494833, -147.8298494 64.8496693, -147.8298253 64.8505634, -147.8298052 64.8507494, -147.8297731 64.8508637, -147.8297128 64.8510036, -147.8296406 64.85112650000001, -147.8295161 64.8512783, -147.8294639 64.85127660000001, -147.8294117 64.8512886, -147.8293234 64.851309, -147.8292712 64.8513142, -147.8289574 64.8514701, -147.8290912 64.8514406, -147.8282294 64.8523318, -147.8280236 64.85229289999999, -147.8279485 64.8524183, -147.8277781 64.8526889, -147.8277093 64.8528287, -147.827462 64.85352450000001, -147.8274116 64.85364010000001, -147.8273836 64.85369489999999, -147.8198092 64.8533092, -147.8129548 64.8529344, -147.8130204 64.85344809999999, -147.8131134 64.8541639, -147.8132337 64.8549285, -147.8132774 64.8551586, -147.8133346 64.85528189999999, -147.8133595 64.85536070000001, -147.813506 64.85584780000001, -147.813506 64.8558754, -147.8136113 64.8562402, -147.8136198 64.8563054, -147.8136155 64.85643949999999, -147.8135857 64.8567603, -147.8135612 64.8570354, -147.8134847 64.8577535, -147.8134448 64.85809, -147.8134415 64.85825250000001, -147.8134614 64.8584207, -147.8134947 64.8588306, -147.813488 64.85903980000001, -147.8134481 64.8596278, -147.8134348 64.85971410000001, -147.8134096 64.85984689999999, -147.813391 64.8599232, -147.7979916 64.8599674, -147.7912317 64.8600237, -147.7873223 64.8610616, -147.7873455 64.8635934, -147.8046833 64.86356600000001, -147.8047691 64.8687336, -147.7958428 64.86870620000001, -147.7958642 64.8652704, -147.7874313 64.86529779999999, -147.7874528 64.86705670000001, -147.7786981 64.867075, -147.7786261 64.8632697, -147.7778826 64.86341229999999, -147.7776411 64.8634574, -147.7768827 64.8635795, -147.7765446 64.86363900000001, -147.7763949 64.86367799999999, -147.7763417 64.8636903, -147.7762113 64.86371080000001, -147.7760374 64.8637355, -147.7759891 64.8637683, -147.7759747 64.86380320000001, -147.7761292 64.8640453, -147.7741875 64.864591, -147.773574 64.8642627, -147.7742503 64.86394060000001, -147.7738735 64.8639817, -147.7727433 64.8640863, -147.7721153 64.8641294, -147.7711686 64.8641848, -147.7702122 64.8642279, -147.7693959 64.86425250000001, -147.7687197 64.8642648, -147.7678937 64.8642648, -147.7669132 64.86425250000001, -147.7661017 64.8642299, -147.7650294 64.8641827, -147.7649715 64.8641827, -147.7649328 64.864193, -147.764899 64.8642114, -147.7648556 64.8642504, -147.7648266 64.8643038, -147.7648121 64.8644371, -147.7648314 64.8644843, -147.7648604 64.86450480000001, -147.7654102 64.8646663, -147.7644228 64.8653839, -147.7626148 64.8648468, -147.762556 64.8688926, -147.7508009 64.8688379, -147.7508017 64.8691766, -147.7460742 64.86918970000001, -147.7461005 64.87801039999999, -147.7957863 64.87803769999999, -147.7960299 64.8705511, -147.8064592 64.8706262, -147.8064767 64.8689526, -147.8127294 64.8689705, -147.8127412 64.87063000000001, -147.8165235 64.8706439, -147.8211638 64.87065, -147.8210867 64.8670439, -147.8233065 64.8670374, -147.8239261 64.86703559999999, -147.8239468 64.8672979, -147.824061 64.869167, -147.8241181 64.8700949, -147.8241959 64.8709897, -147.8243672 64.87288940000001, -147.8244139 64.8737532, -147.824471 64.8744121, -147.8245021 64.87477130000001, -147.8244918 64.8750556, -147.8244087 64.8755888, -147.8242893 64.87611990000001, -147.826571 64.8761155, -147.8638116 64.8760896, -147.8637984 64.8777979, -147.8637296 64.8782136, -147.8636314 64.8820647, -147.8635472 64.8851612, -147.8803937 64.8851265, -147.8804269 64.8842341, -147.880397 64.88308309999999, -147.8804669 64.8819688, -147.8804303 64.8809294, -147.880397 64.8801455, -147.8720186 64.8801526, -147.8719725 64.87854609999999, -147.870617 64.87855209999999, -147.8706154 64.878181, -147.8692013 64.87819090000001, -147.8691745 64.87785150000001, -147.8703413 64.8778535))",11573,0.0,PATTY CENTER LOBBY,POINT (-147.8312521 64.85650179999999),1.242742,27,1.4912904,3,1.242742,27
6,6,AL,Alabama,alabama state university,"Public, 4 Year",-86.29510701598849,32.363505467419266,"-86.29510701598849, 32.363505467419266","POLYGON ((-86.2961055 32.3654635, -86.29693570000001 32.3654438, -86.2999159 32.3653733, -86.299807 32.3599354, -86.29919700000001 32.3599359, -86.2989594 32.3600442, -86.2988199 32.360162, -86.2986928 32.3602803, -86.2986284 32.3604434, -86.2986161 32.360636, -86.2986676 32.3607919, -86.298659 32.3613311, -86.29766119999999 32.3613311, -86.2976505 32.3616573, -86.29747879999999 32.3624095, -86.2955583 32.3618205, -86.291145 32.3603786, -86.2892552 32.3599662, -86.28942309999999 32.3615295, -86.2913757 32.361482, -86.29151570000001 32.3660616, -86.2932533 32.3668776, -86.29614840000001 32.3668137, -86.2961055 32.3654635))",12412,0.0,404 - ASU / ACADOME,POINT (-86.29313859999999 32.361835),0.1864113,4,0.1864113,2,0.1864113,4
7,7,AL,Alabama,athens state university,"Public, 4 Year",-86.96486748229356,34.80586536905828,"-86.96486748229356, 34.80586536905828","MULTIPOLYGON (((-86.96958170000001 34.8043481, -86.96961520000001 34.8038592, -86.968844 34.8038207, -86.96881449999999 34.8043173, -86.96958170000001 34.8043481)), ((-86.9674024 34.8064697, -86.96750230000001 34.8063862, -86.9675235 34.805831, -86.96792619999999 34.8058313, -86.9679391 34.8055388, -86.9674693 34.8055324, -86.9670512 34.8055235, -86.9670543 34.8054484, -86.9670655 34.8051716, -86.9666211 34.8051411, -86.9666418 34.80478, -86.96681700000001 34.8047833, -86.96684140000001 34.8044157, -86.9665692 34.8044082, -86.9662154 34.8043961, -86.9659233 34.8043954, -86.965658 34.8044028, -86.96513640000001 34.804424, -86.96464469999999 34.8044427, -86.9641137 34.8044501, -86.96369749999999 34.8044411, -86.9632099 34.8043971, -86.9624968 34.8043064, -86.9624453 34.8052604, -86.9628125 34.8055738, -86.9627325 34.8063055, -86.9626885 34.8071815, -86.963205 34.807205, -86.9631924 34.8078751, -86.9647554 34.8079487, -86.9652155 34.807136, -86.9653 34.8071486, -86.96603020000001 34.8071748, -86.9660638 34.8065017, -86.96606540000001 34.8064424, -86.9674024 34.8064697)))",12020,0.0102105521936934,0105 ATHENS SENIOR CENTER,POINT (-86.97937940000001 34.8072222),0.8699194,17,0.8699194,4,0.8699194,17
